Model,RMSE,Train_time,Test_time
SARIMA,97.91720172619907,296.6711277961731,0.031673431396484375
RNN,383.4135927849054,6.012551784515381,0.18525075912475586
Vanilla_LSTM,134.5192201218476,7.063367605209351,0.20374011993408203
Stacked_LSTM,171.54776040553142,22.753597736358643,0.3291304111480713
Bidirect_LSTM,177.00369295150315,12.837810277938843,0.4565391540527344
CNN_LSTM,416.87509535456576,6.110903263092041,0.3000319004058838
Encode_De_LSTM,106.99671973531656,71.48939180374146,0.3054797649383545
