Model,RMSE,Train_time,Test_time
SARIMA,97.91720172619907,295.26624608039856,0.015771150588989258
RNN,469.6320091533554,6.498057126998901,0.17368388175964355
Vanilla_LSTM,129.41954051872426,12.686109781265259,0.25025248527526855
Stacked_LSTM,117.68196024622667,24.907317638397217,0.3160419464111328
Bidirect_LSTM,114.50751879832403,28.318387985229492,0.47156524658203125
CNN_LSTM,292.59803421104726,6.170383930206299,0.2203667163848877
Encode_De_LSTM,318.5299130731594,52.728612422943115,0.46880269050598145
