Model,RMSE,Train_time,Test_time
SARIMA,14.005694323180517,75.32760167121887,0.0312647819519043
RNN,110.50019616586279,10.546321868896484,0.24454998970031738
Vanilla_LSTM,365.45103138291086,17.49504828453064,0.2061624526977539
Stacked_LSTM,224.16998715002813,26.700626850128174,0.31550025939941406
Bidirect_LSTM,115.58481971214835,25.009020566940308,0.3190004825592041
CNN_LSTM,117.68357606788065,3.519759178161621,0.23622798919677734
Encode_De_LSTM,119.34090208190709,14.497551679611206,0.45726943016052246
