Model,RMSE,Train_time,Test_time
SARIMA,111.19373835479426,1955.6122262477875,0.10783743858337402
RNN,375.21663105569286,7.891466856002808,0.1301109790802002
Vanilla_LSTM,130.68574281320002,9.41088604927063,0.15067362785339355
Stacked_LSTM,102.87516807179213,23.904865026474,0.23075485229492188
Bidirect_LSTM,234.08567194328103,24.906898260116577,0.31757616996765137
CNN_LSTM,261.78500121078275,3.9739503860473633,0.15236496925354004
Encode_De_LSTM,264.1518716927727,49.319334745407104,0.3351261615753174
